date,code,main_amount,main_percent
2024-12-25,sz002819,4834480.0,2.24
2024-12-25,sz000848,4803830.0,5.05
2024-12-25,sh603655,4791754.0,9.0
2024-12-25,sz300393,4762804.0,4.43
2024-12-25,sh600970,4747284.0,2.24
2024-12-25,sz300473,4741936.0,1.76
2024-12-25,sz300668,4730632.0,11.07
2024-12-25,sz300725,4724177.0,3.14
2024-12-25,sz002166,4706101.0,5.04
2024-12-25,sh603193,4693747.0,6.09
2024-12-25,sz002442,4692401.0,7.1
2024-12-25,sz001379,4691055.0,2.55
2024-12-25,sz301596,4683042.0,3.69
2024-12-25,sh601019,4647928.0,5.78
2024-12-25,sh601366,4599495.0,4.8
2024-12-25,sz000888,4586982.0,2.29
2024-12-25,sh600222,4575051.0,5.18
2024-12-25,sh600886,4574430.0,1.04
2024-12-25,sz301161,4553388.0,3.47
2024-12-25,sh600637,4541424.0,1.82
2024-12-25,sz300906,4522479.0,5.76
2024-12-25,sz300989,4477622.0,5.46
2024-12-25,sz300238,4471238.0,4.54
2024-12-25,sz002935,4460620.0,5.26
2024-12-25,sz000718,4452263.0,6.18
2024-12-25,sh601228,4444380.0,6.4
2024-12-25,sz300705,4431413.0,5.5
2024-12-25,sz001373,4423475.0,7.37
2024-12-25,sz001313,4392452.0,4.06
2024-12-25,sh600073,4384314.0,5.62
2024-12-25,sz301260,4380696.0,13.6
2024-12-25,sh603195,4354693.0,4.52
2024-12-25,sh600098,4353523.0,4.57
2024-12-25,sh603017,4326343.0,10.31
2024-12-25,sz001308,4323069.0,0.75
2024-12-25,sz002863,4319452.0,7.28
2024-12-25,sz001296,4310888.0,2.49
2024-12-25,sz301186,4310288.0,6.4
2024-12-25,sz002290,4309150.0,1.9
2024-12-25,sz001323,4301556.0,13.62
2024-12-25,sh601880,4284599.0,2.7
2024-12-25,sz300858,4265430.0,8.04
2024-12-25,sz300778,4264189.0,6.75
2024-12-25,sz301221,4260501.0,3.26
2024-12-25,sz301286,4250188.0,12.73
2024-12-25,sh600267,4197101.0,6.28
2024-12-25,sz002703,4194189.0,3.06
2024-12-25,sz002221,4155039.0,2.6
2024-12-25,sh603239,4125239.0,6.95
2024-12-25,sz002058,4122544.0,2.12
2024-12-25,sz002487,4122366.0,1.61
2024-12-25,sh603997,4042780.0,7.29
2024-12-25,sh601116,4025864.0,2.93
2024-12-25,sz002364,4025696.0,0.22
2024-12-25,sh600168,3996216.0,14.45
2024-12-25,sz002529,3985739.0,1.48
2024-12-25,sz300529,3937567.0,3.26
2024-12-25,sh605016,3935453.0,8.54
2024-12-25,sh600261,3913011.0,7.81
2024-12-25,sz002458,3885116.0,5.02
2024-12-25,sz301622,3882214.0,1.27
2024-12-25,sh600983,3881380.0,2.55
2024-12-25,sz002531,3863551.0,1.85
2024-12-25,sz003035,3839567.0,8.22
2024-12-25,sz001317,3826764.0,4.14
2024-12-25,sh600193,3805295.0,2.44
2024-12-25,sz002534,3786965.0,9.09
